# Метеостанция Нижний Новгород / Нагорный, Россия, WMO_ID=27562, выборка с 16.06.2017 по 16.06.2018, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru 
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27562&lang=ru
#
"Местное время в Нижнем Новгороде / Нагорном";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.05.2018 06:00";"8.8";"759.1";"771.3";"";"66";"Ветер, дующий с запада";"2";"3";"5";"";" ";"";"";"4.6";"";"";"";"";"";"";"";"2.8";"Осадков нет";"12";"";"";"";"";
"29.05.2018 03:00";"4.7";"759.0";"771.4";"";"78";"Ветер, дующий с западо-северо-запада";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"29.05.2018 00:00";"8.1";"759.1";"771.4";"";"54";"Ветер, дующий с северо-запада";"2";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"28.05.2018 21:00";"10.0";"758.8";"771.0";"";"44";"Ветер, дующий с северо-северо-запада";"2";"5";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"28.05.2018 18:00";"13.0";"757.6";"769.6";"";"33";"Ветер, дующий с северо-северо-запада";"5";"10";"10";"";" ";"";"";"";"13.8";"";"";"";"";"";"";"-3.2";"Осадков нет";"12";"";"";"";"";
"28.05.2018 15:00";"12.6";"757.5";"769.6";"";"39";"Ветер, дующий с севера";"5";"9";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"28.05.2018 12:00";"12.5";"756.7";"768.7";"";"45";"Ветер, дующий с северо-северо-запада";"5";"10";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"28.05.2018 09:00";"11.3";"755.9";"768.0";"";"52";"Ветер, дующий с севера";"4";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"28.05.2018 06:00";"10.1";"754.6";"766.6";"";"78";"Ветер, дующий с севера";"3";"7";"7";"";" ";"";"";"8.6";"";"";"";"";"";"";"";"6.4";"10.0";"12";"";"";"";"";
"28.05.2018 03:00";"9.6";"753.2";"765.3";"";"88";"Ветер, дующий с севера";"3";"5";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"28.05.2018 00:00";"11.2";"752.0";"764.0";"";"89";"Ветер, дующий с северо-северо-запада";"3";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"27.05.2018 21:00";"11.2";"751.3";"763.2";"";"92";"Ветер, дующий с западо-юго-запада";"1";"1";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"27.05.2018 18:00";"20.4";"750.2";"761.8";"";"39";"Ветер, дующий с запада";"5";"10";"15";"";" ";"";"";"";"21.8";"";"";"";"";"";"";"5.8";"Осадков нет";"12";"";"";"";"";
"27.05.2018 15:00";"21.0";"752.2";"763.8";"";"33";"Ветер, дующий с запада";"7";"12";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"27.05.2018 12:00";"19.9";"754.5";"766.2";"";"36";"Ветер, дующий с запада";"7";"";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"27.05.2018 09:00";"18.5";"756.1";"767.9";"";"39";"Ветер, дующий с запада";"6";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"27.05.2018 06:00";"10.8";"757.6";"769.7";"";"58";"Ветер, дующий с запада";"4";"6";"9";"";" ";"";"";"8.6";"";"";"";"";"";"";"";"2.8";"Осадков нет";"12";"";"";"";"";
"27.05.2018 03:00";"9.2";"758.4";"770.6";"";"54";"Ветер, дующий с западо-юго-запада";"5";"7";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"27.05.2018 00:00";"10.1";"759.0";"771.1";"";"51";"Ветер, дующий с запада";"4";"6";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"26.05.2018 21:00";"12.2";"759.6";"771.7";"";"42";"Ветер, дующий с запада";"2";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"26.05.2018 18:00";"17.4";"760.1";"772.0";"";"25";"Ветер, дующий с запада";"2";"3";"7";"";" ";"";"";"";"17.7";"";"";"";"";"";"";"-3.0";"Осадков нет";"12";"";"";"";"";
"26.05.2018 15:00";"16.8";"761.8";"773.7";"";"23";"Ветер, дующий с западо-северо-запада";"3";"6";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"26.05.2018 12:00";"15.3";"763.0";"775.0";"";"27";"Ветер, дующий с северо-северо-востока";"2";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.9";"";"";"";"";"";"";
"26.05.2018 09:00";"11.9";"763.5";"775.6";"";"34";"Ветер, дующий с севера";"1";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.5";"";"";"";"";"";"";
"26.05.2018 06:00";"7.2";"762.4";"774.8";"";"49";"Ветер, дующий с востоко-северо-востока";"2";"";"6";"";" ";"";"";"4.9";"";"";"";"";"";"";"";"-2.9";"Осадков нет";"12";"";"";"";"";
"26.05.2018 03:00";"5.5";"761.0";"773.4";"";"55";"Ветер, дующий с востоко-северо-востока";"3";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.0";"";"";"";"";"";"";
"26.05.2018 00:00";"8.1";"759.6";"771.9";"";"50";"Ветер, дующий с севера";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"25.05.2018 21:00";"10.7";"758.2";"770.3";"";"41";"Ветер, дующий с севера";"1";"3";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"25.05.2018 18:00";"14.3";"756.7";"768.7";"";"30";"Ветер, дующий с севера";"3";"7";"10";"";" ";"";"";"";"15.9";"";"";"";"";"";"";"-3.1";"Осадков нет";"12";"";"";"";"";
"25.05.2018 15:00";"15.9";"756.1";"767.9";"";"31";"Ветер, дующий с севера";"4";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"25.05.2018 12:00";"14.9";"755.8";"767.6";"";"33";"Ветер, дующий с севера";"4";"8";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"25.05.2018 09:00";"13.8";"755.2";"767.2";"";"35";"Ветер, дующий с северо-северо-востока";"3";"7";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"25.05.2018 06:00";"11.2";"754.0";"766.1";"";"50";"Ветер, дующий с северо-северо-востока";"2";"7";"7";"";" ";"";"";"10.8";"";"";"";"";"";"";"";"1.1";"Осадков нет";"12";"";"";"";"";
"25.05.2018 03:00";"12.4";"753.1";"765.0";"";"65";"Ветер, дующий с северо-северо-востока";"2";"6";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"25.05.2018 00:00";"13.7";"752.4";"764.3";"";"75";"Ветер, дующий с севера";"1";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"24.05.2018 21:00";"16.9";"752.2";"763.9";"";"62";"Ветер, дующий с севера";"2";"4";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"24.05.2018 18:00";"21.8";"751.6";"763.2";"";"39";"Ветер, дующий с северо-северо-запада";"2";"3";"6";"";" ";"";"";"";"22.6";"";"";"";"";"";"";"7.3";"Осадков нет";"12";"";"";"";"";
"24.05.2018 15:00";"21.7";"752.0";"763.6";"";"39";"Ветер, дующий с севера";"2";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"24.05.2018 12:00";"20.6";"753.2";"764.8";"";"50";"Ветер, дующий с западо-северо-запада";"1";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"24.05.2018 09:00";"19.8";"753.4";"765.1";"";"55";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"24.05.2018 06:00";"16.8";"753.7";"765.4";"";"68";"Штиль, безветрие";"0";"";"";"";" ";"";"";"14.1";"";"";"";"";"";"";"";"10.9";"Осадков нет";"12";"";"";"";"";
"24.05.2018 03:00";"15.9";"753.4";"765.3";"";"61";"Ветер, дующий с северо-северо-запада";"1";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"24.05.2018 00:00";"18.5";"753.4";"765.1";"";"50";"Ветер, дующий с северо-северо-запада";"2";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"23.05.2018 21:00";"20.2";"753.1";"764.7";"";"59";"Ветер, дующий с северо-северо-запада";"1";"2";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"23.05.2018 18:00";"24.0";"753.1";"764.6";"";"44";"Ветер, дующий с западо-юго-запада";"5";"9";"10";"";" ";"";"";"";"25.2";"";"";"";"";"";"";"11.1";"Осадков нет";"12";"";"";"";"";
"23.05.2018 15:00";"24.8";"754.2";"765.7";"";"42";"Ветер, дующий с юго-запада";"5";"8";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"23.05.2018 12:00";"22.9";"755.8";"767.3";"";"52";"Ветер, дующий с западо-юго-запада";"5";"8";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"23.05.2018 09:00";"21.6";"756.4";"768.0";"";"50";"Ветер, дующий с западо-юго-запада";"6";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"23.05.2018 06:00";"16.8";"756.6";"768.4";"";"56";"Ветер, дующий с западо-юго-запада";"3";"4";"4";"";" ";"";"";"16.0";"";"";"";"";"";"";"";"7.9";"Осадков нет";"12";"";"";"";"";
"23.05.2018 03:00";"16.7";"757.0";"768.9";"";"47";"Ветер, дующий с юго-юго-запада";"3";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"23.05.2018 00:00";"17.3";"757.4";"769.3";"";"41";"Ветер, дующий с юго-юго-востока";"1";"1";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"22.05.2018 21:00";"18.8";"758.0";"769.8";"";"35";"Ветер, дующий с юга";"1";"2";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"22.05.2018 18:00";"22.6";"758.4";"770.1";"";"27";"Ветер, дующий с юго-востока";"3";"4";"";"";" ";"";"";"";"23.1";"";"";"";"";"";"";"2.5";"Осадков нет";"12";"";"";"";"";
"22.05.2018 15:00";"23.1";"759.7";"771.3";"";"25";"Ветер, дующий с юго-востока";"4";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"22.05.2018 12:00";"21.5";"760.9";"772.6";"";"28";"Ветер, дующий с востоко-юго-востока";"2";"5";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"22.05.2018 09:00";"18.8";"761.6";"773.5";"";"35";"Ветер, дующий с востоко-юго-востока";"2";"5";"5";"";" ";"";"";"11.3";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"22.05.2018 06:00";"13.9";"761.1";"773.2";"";"64";"Ветер, дующий с востока";"1";"1";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"Осадков нет";"12";"";"";"";"";
"22.05.2018 03:00";"12.0";"760.3";"772.3";"";"55";"Ветер, дующий с востоко-северо-востока";"1";"1";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"22.05.2018 00:00";"13.5";"759.6";"771.7";"";"48";"Ветер, дующий с востока";"1";"2";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"21.05.2018 21:00";"15.7";"759.0";"770.9";"";"40";"Ветер, дующий с северо-востока";"1";"2";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"21.05.2018 18:00";"19.2";"758.2";"769.9";"";"28";"Ветер, дующий с северо-востока";"3";"6";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"21.05.2018 15:00";"19.2";"758.3";"770.1";"";"31";"Ветер, дующий с востоко-северо-востока";"3";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"21.05.2018 12:00";"17.2";"758.3";"770.2";"";"36";"Ветер, дующий с востоко-северо-востока";"3";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"21.05.2018 09:00";"13.5";"758.3";"770.3";"";"47";"Ветер, дующий с северо-востока";"2";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"21.05.2018 06:00";"8.2";"757.3";"769.5";"";"78";"Ветер, дующий с северо-северо-востока";"1";"3";"5";"";" ";"";"";"4.7";"";"";"";"";"";"";"";"4.6";"Осадков нет";"12";"";"";"";"";
"21.05.2018 03:00";"6.3";"755.8";"768.1";"";"81";"Ветер, дующий с севера";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"21.05.2018 00:00";"6.3";"754.9";"767.1";"";"82";"Ветер, дующий с северо-северо-востока";"1";"";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"20.05.2018 21:00";"7.4";"754.3";"766.5";"";"79";"Ветер, дующий с северо-северо-востока";"1";"3";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"20.05.2018 18:00";"10.7";"752.5";"764.5";"";"69";"Ветер, дующий с северо-северо-востока";"2";"5";"6";"";" ";"";"";"";"11.6";"";"";"";"";"";"";"5.2";"Осадков нет";"12";"";"";"";"";
"20.05.2018 15:00";"11.4";"751.4";"763.4";"";"72";"Ветер, дующий с севера";"2";"4";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"20.05.2018 12:00";"10.8";"749.8";"761.8";"";"78";"Ветер, дующий с северо-северо-запада";"3";"5";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"20.05.2018 09:00";"11.1";"747.8";"759.7";"";"79";"Ветер, дующий с северо-северо-запада";"4";"8";"8";"";" ";"";"";"10.2";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"20.05.2018 06:00";"10.4";"745.6";"757.5";"";"90";"Ветер, дующий с северо-запада";"4";"6";"11";"";" ";"";"";"10.7";"";"";"";"";"";"";"";"8.8";"2.0";"12";"";"";"";"";
"20.05.2018 03:00";"12.3";"743.1";"754.9";"";"91";"Ветер, дующий с северо-северо-запада";"4";"8";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"20.05.2018 00:00";"14.5";"741.2";"752.8";"";"91";"Ветер, дующий с запада";"4";"7";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"19.05.2018 21:00";"14.8";"740.8";"752.5";"";"89";"Ветер, дующий с западо-юго-запада";"5";"8";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"19.05.2018 18:00";"16.1";"740.4";"751.9";"";"81";"Ветер, дующий с западо-юго-запада";"5";"8";"11";"";" ";"";"";"";"21.9";"";"";"";"";"";"";"12.9";"0.5";"12";"";"";"";"";
"19.05.2018 15:00";"17.3";"740.6";"752.1";"";"74";"Ветер, дующий с западо-юго-запада";"6";"11";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"19.05.2018 12:00";"19.8";"741.0";"752.5";"";"57";"Ветер, дующий с юго-запада";"7";"12";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"19.05.2018 09:00";"19.1";"741.0";"752.5";"";"72";"Ветер, дующий с западо-юго-запада";"6";"9";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"19.05.2018 06:00";"15.4";"741.1";"752.7";"";"84";"Ветер, дующий с юго-запада";"4";"6";"6";"";" ";"";"";"13.5";"";"";"";"";"";"";"";"12.7";"0.5";"12";"";"";"";"";
"19.05.2018 03:00";"14.3";"741.5";"753.2";"";"87";"Ветер, дующий с юго-юго-запада";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"19.05.2018 00:00";"15.1";"742.8";"754.4";"";"91";"Ветер, дующий с юга";"2";"2";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"18.05.2018 21:00";"16.4";"743.5";"755.1";"";"86";"Ветер, дующий с северо-запада";"2";"2";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"18.05.2018 18:00";"23.9";"743.4";"754.7";"";"46";"Ветер, дующий с юго-запада";"2";"5";"5";"";" ";"";"";"";"27.6";"";"";"";"";"";"";"11.5";"Осадков нет";"12";"";"";"";"";
"18.05.2018 15:00";"27.5";"744.4";"755.5";"";"33";"Ветер, дующий с западо-юго-запада";"3";"5";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"18.05.2018 12:00";"26.1";"745.7";"757.0";"";"39";"Ветер, дующий с юго-запада";"2";"5";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"18.05.2018 09:00";"21.7";"746.3";"757.8";"";"54";"Ветер, дующий с юго-юго-запада";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"18.05.2018 06:00";"16.5";"747.1";"758.8";"";"65";"Ветер, дующий с запада";"3";"4";"4";"";" ";"";"";"14.1";"";"";"";"";"";"";"";"9.9";"Осадков нет";"12";"";"";"";"";
"18.05.2018 03:00";"15.4";"747.3";"759.0";"";"65";"Ветер, дующий с запада";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"18.05.2018 00:00";"17.1";"748.0";"759.7";"";"60";"Ветер, дующий с запада";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"17.05.2018 21:00";"20.8";"748.3";"759.9";"";"44";"Ветер, дующий с юго-запада";"1";"2";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"17.05.2018 18:00";"25.4";"748.6";"760.0";"";"33";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"17.05.2018 15:00";"25.7";"749.4";"760.7";"";"30";"Ветер, дующий с северо-северо-востока";"1";"3";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"17.05.2018 12:00";"24.6";"750.0";"761.4";"";"33";"Ветер, дующий с западо-северо-запада";"2";"5";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"17.05.2018 09:00";"22.0";"750.1";"761.7";"";"42";"Ветер, дующий с запада";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"17.05.2018 06:00";"16.3";"749.9";"761.6";"";"73";"Ветер, дующий с запада";"1";"2";"4";"";" ";"";"";"13.8";"";"";"";"";"";"";"";"11.5";"Осадков нет";"12";"";"";"";"";
"17.05.2018 03:00";"13.9";"749.5";"761.4";"";"80";"Ветер, дующий с западо-северо-запада";"2";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"17.05.2018 00:00";"16.0";"749.8";"761.5";"";"68";"Ветер, дующий с северо-запада";"2";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"16.05.2018 21:00";"19.9";"749.8";"761.5";"";"50";"Ветер, дующий с северо-северо-востока";"1";"3";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"16.05.2018 18:00";"23.4";"749.5";"761.0";"";"43";"Ветер, дующий с запада";"3";"6";"8";"";" ";"";"";"";"27.4";"";"";"";"";"";"";"10.2";"Осадков нет";"12";"";"";"";"";
"16.05.2018 15:00";"26.9";"750.0";"761.3";"";"29";"Ветер, дующий с западо-юго-запада";"3";"6";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"16.05.2018 12:00";"25.1";"751.0";"762.4";"";"42";"Ветер, дующий с запада";"3";"5";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"16.05.2018 09:00";"21.2";"751.0";"762.6";"";"55";"Ветер, дующий с западо-юго-запада";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"16.05.2018 06:00";"16.6";"750.8";"762.6";"";"70";"Ветер, дующий с запада";"2";"3";"8";"";" ";"";"";"15.3";"";"";"";"";"";"";"";"11.1";"Осадков нет";"12";"";"";"";"";
"16.05.2018 03:00";"16.3";"750.8";"762.6";"";"70";"Ветер, дующий с западо-северо-запада";"5";"8";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"16.05.2018 00:00";"17.5";"750.8";"762.5";"";"56";"Ветер, дующий с запада";"3";"3";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"15.05.2018 21:00";"19.5";"750.4";"762.0";"";"33";"Ветер, дующий с запада";"2";"3";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"15.05.2018 18:00";"26.1";"750.3";"761.7";"";"22";"Ветер, дующий с запада";"3";"6";"7";"";" ";"";"";"";"27.8";"";"";"";"";"";"";"2.6";"Осадков нет";"12";"";"";"";"";
"15.05.2018 15:00";"27.0";"751.0";"762.4";"";"20";"Ветер, дующий с северо-запада";"3";"5";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"15.05.2018 12:00";"26.6";"751.8";"763.2";"";"24";"Ветер, дующий с западо-северо-запада";"3";"7";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
